,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90
49,3036,Defender,Serie A,M. Frese,Hellas Verona,13,551,0,2.0,0,0,0.07,0.07,0.17,18,16,8,11,2,37,213,158,43,10,0,5,0.0,0.0,0.0,0,0.0,0.33,0.0,6.04,34.79,25.81,7.02,1.63,0.0,0.82,2.94,2.61,1.31,1.8,0.33,0.0,0.01,0.01,0.03
50,3037,Defender,Serie A,Bremer,Juventus,6,540,0,3.0,0,0,0.13,0.13,0.06,15,14,6,12,1,34,503,467,33,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0.0,5.67,83.83,77.83,5.5,0.0,0.0,0.0,2.5,2.33,1.0,2.0,0.17,0.0,0.02,0.02,0.01
51,3038,Defender,Serie A,S. Walukiewicz,Sassuolo,36,1848,0,6.0,1,0,0.39,0.39,0.55,39,69,19,28,2,80,872,725,86,26,1,5,0.0,0.0,0.0,0,0.0,0.29,0.05,3.9,42.47,35.31,4.19,1.27,0.05,0.24,1.9,3.36,0.93,1.36,0.1,0.0,0.02,0.02,0.03
52,3039,Defender,Serie A,M. Svoboda,Venezia,16,1314,0,4.0,4,1,0.2,0.17,1.2,26,63,22,37,0,74,820,698,83,2,2,5,0.0,0.07,0.0,1,0.07,0.27,0.27,5.07,56.16,47.81,5.68,0.14,0.14,0.34,1.78,4.32,1.51,2.53,0.0,0.0,0.01,0.01,0.08
53,3040,Defender,Serie A,J. Vásquez,Genoa,36,3041,0,36.0,8,3,2.44,2.44,0.36,56,145,50,94,10,186,1743,1484,215,7,0,7,0.0,0.09,0.0,3,0.09,1.07,0.24,5.5,51.59,43.92,6.36,0.21,0.0,0.21,1.66,4.29,1.48,2.78,0.3,0.0,0.07,0.07,0.01
54,3041,Defender,Serie A,F. Candé,Sassuolo,17,1530,1,5.0,2,1,1.08,1.13,0.18,25,88,15,40,2,92,848,699,129,7,2,5,0.0,0.06,0.06,2,0.12,0.29,0.12,5.41,49.88,41.12,7.59,0.41,0.12,0.29,1.47,5.18,0.88,2.35,0.12,0.0,0.06,0.07,0.01
55,3042,Defender,Serie A,O. Solet,Udinese,18,1584,2,11.0,6,1,0.82,0.74,0.75,31,69,17,19,0,86,1063,953,134,9,1,16,0.0,0.06,0.11,3,0.17,0.62,0.34,4.89,60.4,54.15,7.61,0.51,0.06,0.91,1.76,3.92,0.97,1.08,0.0,0.0,0.05,0.04,0.04
56,3043,Defender,Serie A,Z. Çelik,Roma,34,2261,2,13.0,4,0,0.57,0.57,0.99,62,71,15,30,4,110,1167,986,91,42,2,19,0.0,0.0,0.08,2,0.08,0.52,0.16,4.38,46.45,39.25,3.62,1.67,0.08,0.76,2.47,2.83,0.6,1.19,0.16,0.0,0.02,0.02,0.04
57,3044,Defender,Serie A,L. Ranieri,Fiorentina,36,3077,3,11.0,5,1,1.09,1.24,1.34,42,150,28,48,3,122,1768,1526,277,9,2,16,0.0,0.03,0.09,4,0.12,0.32,0.15,3.57,51.71,44.63,8.1,0.26,0.06,0.47,1.23,4.39,0.82,1.4,0.09,0.0,0.03,0.04,0.04
58,3045,Defender,Serie A,S. Beukema,Napoli,37,2914,1,14.0,5,0,1.41,1.41,1.0,53,104,29,94,2,177,2004,1737,236,8,1,10,0.0,0.0,0.03,1,0.03,0.43,0.15,5.47,61.89,53.65,7.29,0.25,0.03,0.31,1.64,3.21,0.9,2.9,0.06,0.0,0.04,0.04,0.03
